iata;icao;name;runways;longest;elevation;country;region;city;lat;lon
AFA;SAMR;Suboficial Ay Santiago Germano Airport;1;6923;2470;AR;AR-M;San Rafael;-34.5882987976;-68.4039001465
CTC;SANC;Catamarca Airport;1;9186;1522;AR;AR-K;Catamarca;-28.5956001282;-65.751701355
SDE;SANE;Vicecomodoro Angel D. La Paz Aragonés Airport;1;7946;656;AR;AR-G;Santiago del Estero;-27.7655563354;-64.3099975586
RHD;SANH;Las Termas Airport;1;8197;1130;AR;AR-G;Rio Hondo;-27.4736995697;-64.9055023193
IRJ;SANL;Capitan V A Almonacid Airport;1;9383;1437;AR;AR-F;La Rioja;-29.3815994263;-66.7957992554
TUC;SANT;Teniente Benjamin Matienzo Airport;1;9514;1493;AR;AR-T;San Miguel de Tucuman;-26.8409004211;-65.1048965454
UAQ;SANU;Domingo Faustino Sarmiento Airport;1;8071;1958;AR;AR-J;San Juan;-31.5715007782;-68.4181976318
LUQ;SAOU;Brigadier Mayor D Cesar Raul Ojeda Airport;1;9678;2328;AR;AR-D;San Luis;-33.2732009888;-66.3563995361
RES;SARE;Resistencia International Airport;1;9088;173;AR;AR-H;Resistencia;-27.45;-59.0561
FMA;SARF;Formosa Airport;1;5905;193;AR;AR-P;Formosa;-26.2127;-58.2281
PSS;SARP;Libertador Gral D Jose De San Martin Airport;1;7218;430;AR;AR-N;Posadas;-27.3858;-55.9707
SLA;SASA;Martin Miguel De Guemes International Airport;2;9842;4088;AR;AR-A;Salta;-24.8560009003;-65.4861984253
JUJ;SASJ;Gobernador Horacio Guzman International Airport;1;9698;3019;AR;AR-Y;San Salvador de Jujuy;-24.3927993774;-65.0978012085
CRD;SAVC;General E. Mosconi Airport;1;9219;189;AR;AR-U;Comodoro Rivadavia;-45.7853;-67.4655
EQS;SAVE;Brigadier Antonio Parodi Airport;2;7874;2621;AR;AR-U;Esquel;-42.908000946;-71.139503479
VDM;SAVV;Gobernador Castello Airport;2;8366;20;AR;AR-R;Viedma / Carmen de Patagones;-40.8692;-63.0004
PMY;SAVY;El Tehuelche Airport;1;8202;427;AR;AR-U;Puerto Madryn;-42.7592;-65.1027
RGA;SAWE;Hermes Quijada International Airport;1;6562;65;AR;AR-V;Rio Grande;-53.7777;-67.7494
RGL;SAWG;Piloto Civil N. Fernández Airport;1;11644;61;AR;AR-Z;Rio Gallegos;-51.6089;-69.3126
BHI;SAZB;Comandante Espora Airport;3;8579;246;AR;AR-B;Bahia Blanca;-38.725;-62.1693
MDQ;SAZM;Ástor Piazzola International Airport;1;7218;72;AR;AR-B;Mar del Plata;-37.9342;-57.5733
NQN;SAZN;Presidente Peron Airport;1;8432;895;AR;AR-Q;Neuquen;-38.9490013123;-68.1557006836
RSA;SAZR;Santa Rosa Airport;1;7546;630;AR;AR-L;Santa Rosa;-36.5882987976;-64.2757034302
CPC;SAZY;Aviador C. Campos Airport;1;8202;2569;AR;AR-Q;Chapelco/San Martin de los Andes;-40.0754013062;-71.137298584
AQA;SBAQ;Araraquara Airport;1;5907;2334;BR;BR-SP;Araraquara;-21.8120002747;-48.1329994202
AFL;SBAT;Alta Floresta Airport;1;8202;948;BR;BR-MT;Alta Floresta;-9.8663892746;-56.1049995422
AAX;SBAX;Araxá Airport;1;6234;3276;BR;BR-MG;Araxá;-19.5631999969482;-46.9603996276855
BVB;SBBV;Atlas Brasil Cantanhede Airport;1;8858;276;BR;BR-RR;Boa Vista;2.84138894081;-60.6922225952
CFB;SBCB;Cabo Frio Airport;1;8366;23;BR;BR-RJ;Cabo Frio;-22.9216995239;-42.0742988586
CFC;SBCD;Caçador Airport;1;5331;3376;BR;BR-SC;Caçador;-26.78840065;-50.9398002625
XAP;SBCH;Chapecó Airport;1;6768;2146;BR;BR-SC;Chapecó;-27.1341991424561;-52.6566009521484
CKS;SBCJ;Carajás Airport;1;6562;2064;BR;BR-PA;Carajás;-6.11527776718;-50.0013885498
CCM;SBCM;Diomício Freitas Airport;1;4882;93;BR;BR-SC;Criciúma;-28.7244434357;-49.4213905334
CLV;SBCN;Caldas Novas Airport;1;6890;2247;BR;BR-GO;Caldas Novas;-17.7252998352051;-48.6074981689453
CAW;SBCP;Bartolomeu Lisandro Airport;1;5066;57;BR;BR-RJ;Campos Dos Goytacazes;-21.698299408;-41.301700592
CMG;SBCR;Corumbá International Airport;1;5446;461;BR;BR-MS;Corumbá;-19.0119438171;-57.6713905334
CXJ;SBCX;Hugo Cantergiani Regional Airport;1;5479;2472;BR;BR-RS;Caxias Do Sul;-29.1970996857;-51.1875
BYO;SBDB;Bonito Airport;1;6562;1180;BR;BR-MS;Bonito;-21.2473;-56.4525
PPB;SBDN;Presidente Prudente Airport;1;6923;1477;BR;BR-SP;Presidente Prudente;-22.1751003265;-51.4245986938
FEN;SBFN;Fernando de Noronha Airport;1;6053;193;BR;BR-PE;Fernando De Noronha;-3.85492992401123;-32.4233016967773
GPB;SBGU;Tancredo Thomas de Faria Airport;1;5315;3494;BR;BR-PR;Guarapuava;-25.3875007629;-51.520198822
GVR;SBGV;Governador Valadares Airport;1;4593;561;BR;BR-MG;Governador Valadares;-18.8952007293701;-41.9822006225586
ATM;SBHT;Altamira Airport;1;6572;369;BR;BR-PA;Altamira;-3.25391006469727;-52.2540016174316
IMP;SBIZ;Prefeito Renato Moreira Airport;1;5899;432;BR;BR-MA;Imperatriz;-5.53129005432129;-47.4599990844727
CPV;SBKG;Presidente João Suassuna Airport;1;5249;1646;BR;BR-PB;Campina Grande;-7.26991987228394;-35.8964004516602
LEC;SBLE;Chapada Diamantina Airport;1;6831;1676;BR;BR-BA;Lençóis;-12.4822998047;-41.2770004272
LAZ;SBLP;Bom Jesus da Lapa Airport;1;3973;1454;BR;BR-BA;Bom Jesus Da Lapa;-13.2621002197;-43.4081001282
MAB;SBMA;João Correa da Rocha Airport;1;6562;357;BR;BR-PA;Marabá;-5.36858987808;-49.1380004883
MEU;SBMD;Monte Dourado Airport;1;5906;677;BR;BR-PA;Almeirim;-0.889838993549;-52.6021995544
MEA;SBME;Macaé Airport;1;3937;8;BR;BR-RJ;Macaé;-22.343000412;-41.7659988403
MOC;SBMK;Mário Ribeiro Airport;1;6890;2191;BR;BR-MG;Montes Claros;-16.7068996429;-43.818901062
MII;SBML;Marília Airport;1;4921;2122;BR;BR-SP;Marília;-22.1968994141;-49.926399231
MCP;SBMQ;Alberto Alcolumbre Airport;1;6890;56;BR;BR-AP;Macapá;0.0506640002131;-51.0722007751
PHB;SBPB;Prefeito Doutor João Silva Filho Airport;1;6890;16;BR;BR-PI;Parnaíba;-2.89374995232;-41.7319984436
PMW;SBPJ;Brigadeiro Lysias Rodrigues Airport;1;8202;774;BR;BR-TO;Palmas;-10.2915000916;-48.3569984436
PET;SBPK;Pelotas Airport;2;6496;59;BR;BR-RS;Pelotas;-31.7183990478516;-52.3277015686035
PNZ;SBPL;Senador Nilo Coelho Airport;1;9055;1263;BR;BR-PE;Petrolina;-9.3624095916748;-40.5690994262695
PVH;SBPV;Governador Jorge Teixeira de Oliveira Airport;1;7874;290;BR;BR-RO;Porto Velho;-8.70928955078125;-63.9023017883301
RBR;SBRB;Plácido de Castro Airport;1;7080;633;BR;BR-AC;Rio Branco;-9.86888885498047;-67.8980560302734
SJK;SBSJ;Professor Urbano Ernesto Stumpf Airport;1;8780;2120;BR;BR-SP;São José Dos Campos;-23.2292003631592;-45.861499786377
RIA;SBSM;Santa Maria Airport;2;8858;287;BR;BR-RS;Santa Maria;-29.7113990783691;-53.6882019042969
STM;SBSN;Maestro Wilson Fonseca Airport;1;7874;198;BR;BR-PA;Santarém;-2.42472195625305;-54.785831451416
TFF;SBTF;Tefé Airport;1;7218;188;BR;BR-AM;Tefé;-3.38294005394;-64.7240982056
TBT;SBTT;Tabatinga Airport;1;7054;279;BR;BR-AM;Tabatinga;-4.25567007064819;-69.9357986450195
PAV;SBUF;Paulo Afonso Airport;1;5906;883;BR;BR-BA;Paulo Afonso;-9.40087985992432;-38.2505989074707
BVH;SBVH;Vilhena Airport;1;8530;2018;BR;BR-RO;Vilhena;-12.6943998336792;-60.0983009338379
IZA;SBZM;Zona da Mata Regional Airport;1;8284;1348;BR;BR-MG;Juiz de Fora;-21.5130558014;-43.1730575562
MHC;SCPQ;Mocopulli Airport;1;6562;528;CL;CL-LL;Dalcahue;-42.340388;-73.715693
AOG;ZYAS;Anshan Air Base;1;8530;46;CN;CN-21;Anshan;41.1053009033203;122.853996276855
OCC;SECO;Francisco De Orellana Airport;1;6760;834;EC;EC-D;Coca;-0.46288600564003;-76.9868011474609
CUE;SECU;Mariscal Lamar Airport;1;6234;8306;EC;EC-A;Cuenca;-2.88947010040283;-78.9843978881836
GPS;SEGS;Seymour Airport;1;7876;207;EC;EC-W;Baltra;-0.453758001327515;-90.2658996582031
LTX;SELT;Cotopaxi International Airport;1;12117;9205;EC;EC-X;Latacunga;-0.906832993031;-78.6157989502
XMS;SEMC;Coronel E Carvajal Airport;1;8202;3452;EC;EC-S;Macas;-2.29917001724243;-78.1207962036133
MEC;SEMT;Eloy Alfaro International Airport;1;9383;48;EC;EC-M;Manta;-0.94607800245285;-80.6788024902344
LGQ;SENL;Nueva Loja Airport;1;7546;980;EC;EC-U;Lago Agrio;0.0930560007691;-76.8675003052
ETR;SERO;Coronel Artilleria Victor Larrea Airport;1;3255;170;EC;EC-O;Santa Rosa;-3.43515992165;-79.9777984619
SCY;SEST;San Cristóbal Airport;1;6214;62;EC;EC-W;San Cristóbal;-0.910206019878387;-89.6174011230469
LOH;SETM;Camilo Ponce Enriquez Airport;1;6725;4056;EC;EC-L;La Toma (Catamayo);-3.99588990211487;-79.3719024658203
ESM;SETN;General Rivadeneira Airport;1;7874;32;EC;EC-E;Tachina;0.978519022464752;-79.6266021728516
TUA;SETU;Teniente Coronel Luis a Mantilla Airport;1;8071;9649;EC;EC-C;Tulcán;0.809505999088287;-77.7080993652344
JTC;SBAE;Bauru - Arealva Airport;1;6594;1949;BR;BR-SP;Bauru;-22.1668591409;-49.0502866745
PUU;SKAS;Tres De Mayo Airport;2;5331;815;CO;CO-PUT;Puerto Asís;0.505228;-76.5008
BGA;SKBG;Palonegro Airport;1;7381;3897;CO;CO-SAN;Bucaramanga;7.1265;-73.1848
BUN;SKBU;Gerardo Tobar López Airport;1;3945;48;CO;CO-VAC;Buenaventura;3.81963;-76.9898
CUC;SKCC;Camilo Daza International Airport;2;7700;1096;CO;CO-NSA;Cúcuta;7.92757;-72.5115
TCO;SKCO;La Florida Airport;1;5249;8;CO;CO-NAR;Tumaco;1.81442;-78.7492
CZU;SKCZ;Las Brujas Airport;1;4930;528;CO;CO-SUC;Corozal;9.33274;-75.2856
EJA;SKEJ;Yariguíes Airport;1;5905;412;CO;CO-SAN;Barrancabermeja;7.02433;-73.8068
FLA;SKFL;Gustavo Artunduaga Paredes Airport;1;4921;803;CO;CO-CAQ;Florencia;1.58919;-75.5644
GPI;SKGP;Juan Casiano Airport;1;4256;164;CO;CO-CAU;Guapi;2.57013;-77.8986
IBE;SKIB;Perales Airport;1;5905;2999;CO;CO-TOL;Ibagué;4.42161;-75.1333
IPI;SKIP;San Luis Airport;1;5774;9765;CO;CO-NAR;Ipiales;0.861925;-77.6718
APO;SKLC;Antonio Roldan Betancourt Airport;1;7153;46;CO;CO-ANT;Carepa;7.81196;-76.7164
LET;SKLT;Alfredo Vásquez Cobo International Airport;1;6168;277;CO;CO-AMA;Leticia;-4.19355;-69.9432
EOH;SKMD;Enrique Olaya Herrera Airport;1;8202;4949;CO;CO-ANT;Medellín;6.220549;-75.590582
MTR;SKMR;Los Garzones Airport;1;6285;36;CO;CO-COR;Montería;8.82374;-75.8258
MVP;SKMU;Fabio Alberto Leon Bentley Airport;1;5889;680;CO;CO-VAU;Mitú;1.25366;-70.2339
MZL;SKMZ;La Nubia Airport;2;4835;6871;CO;CO-CAL;Manizales;5.0296;-75.4647
NVA;SKNV;Benito Salas Airport;1;5880;1464;CO;CO-HUI;Neiva;2.95015;-75.294
PCR;SKPC;German Olano Airport;1;5907;177;CO;CO-VID;Puerto Carreño;6.18472;-67.4932
PDA;SKPD;Obando Airport;1;5910;460;CO;CO-GUA;Puerto Inírida;3.85353;-67.9062
PEI;SKPE;Matecaña International Airport;1;6627;4416;CO;CO-RIS;Pereira;4.81267;-75.7395
PPN;SKPP;Guillermo León Valencia Airport;1;6266;5687;CO;CO-CAU;Popayán;2.4544;-76.6093
PSO;SKPS;Antonio Narino Airport;1;7585;5951;CO;CO-NAR;Pasto;1.39625;-77.2915
RCH;SKRH;Almirante Padilla Airport;2;5413;43;CO;CO-LAG;Riohacha;11.5262;-72.926
SJE;SKSJ;Jorge E. Gonzalez Torres Airport;1;4897;605;CO;CO-GUV;San José Del Guaviare;2.57969;-72.6394
SMR;SKSM;Simón Bolívar International Airport;1;5577;22;CO;CO-MAG;Santa Marta;11.1196;-74.2306
ADZ;SKSP;Gustavo Rojas Pinilla International Airport;1;7808;19;CO;CO-SAP;San Andrés;12.5836;-81.7112
SVI;SKSV;Eduardo Falla Solano Airport;2;4921;920;CO;CO-CAQ;San Vicente Del Caguán;2.15217;-74.7663
TME;SKTM;Gustavo Vargas Airport;1;6561;1050;CO;CO-ARA;Tame;6.45108;-71.7603
AUC;SKUC;Santiago Perez Airport;1;6890;420;CO;CO-ARA;Arauca;7.06888;-70.7369
UIB;SKUI;El Caraño Airport;1;4593;204;CO;CO-CHO;Quibdó;5.69076;-76.6412
VUP;SKVP;Alfonso López Pumarejo Airport;1;6890;483;CO;CO-CES;Valledupar;10.435;-73.2495
VVC;SKVV;Vanguardia Airport;1;5616;1394;CO;CO-MET;Villavicencio;4.16787;-73.6138
EYP;SKYP;El Yopal Airport;1;8448;1028;CO;CO-CAS;El Yopal;5.31911;-72.384
CIJ;SLCO;Capitán Aníbal Arab Airport;1;6562;889;BO;BO-N;Cobija;-11.0403995514;-68.7829971313
SRZ;SLET;El Trompillo Airport;1;9144;1371;BO;BO-S;Santa Cruz;-17.8115997314;-63.1715011597
POI;SLPO;Capitan Nicolas Rojas Airport;1;9130;12913;BO;BO-P;Potosí;-19.5431003571;-65.7237014771
SRE;SLSU;Juana Azurduy De Padilla Airport;1;9300;9540;BO;BO-H;Sucre;-19.0070991516113;-65.2886962890625
TJA;SLTJ;Capitan Oriel Lea Plaza Airport;1;10007;6079;BO;BO-T;Tarija;-21.5557003021;-64.7013015747
TDD;SLTR;Teniente Av. Jorge Henrich Arauz Airport;1;7874;509;BO;BO-B;Trinidad;-14.8186998367;-64.9179992676
UYU;SLUY;Uyuni Airport;1;13123;12972;BO;BO-P;Quijarro;-20.4463005066;-66.8483963013
BRA;SNBR;Barreiras Airport;1;5249;2447;BR;BR-BA;Barreiras;-12.0789003372192;-45.0089988708496
POJ;SNPD;Patos de Minas Airport;1;5577;2793;BR;BR-MG;Patos De Minas;-18.6728000640869;-46.4911994934082
BVS;SNVS;Breves Airport;1;5249;98;BR;BR-PA;Breves;-1.63653004169464;-50.4435997009277
ERM;SSER;Erechim Airport;1;4199;2498;BR;BR-RS;Erechim;-27.6618995666504;-52.2682991027832
JCB;SSJA;Santa Terezinha Airport;1;4134;2546;BR;BR-SC;Joaçaba;-27.1714000702;-51.5532989502
OAL;SSKW;Cacoal Airport;1;6890;778;BR;BR-RO;Cacoal;-11.496;-61.4508
SRA;SSZR;Santa Rosa Airport;1;3937;984;BR;BR-RS;Santa Rosa;-27.9067001342773;-54.5204010009766
PDP;SULS;Capitan Corbeta CA Curbelo International Airport;2;6998;95;UY;UY-MA;Punta del Este;-34.8550987243652;-55.0942993164062
BNS;SVBI;Barinas Airport;2;6560;666;VE;VE-E;Barinas;8.61956977844238;-70.2208023071289
BRM;SVBM;Barquisimeto International Airport;1;9350;2042;VE;VE-K;Barquisimeto;10.0427465438843;-69.3586196899414
CZE;SVCR;José Leonardo Chirinos Airport;1;6761;52;VE;VE-I;Coro;11.4149436950684;-69.6809005737305
CUM;SVCU;Cumaná (Antonio José de Sucre) Airport;1;10171;14;VE;VE-R;Cumaná;10.4503326416016;-64.1304702758789
LSP;SVJC;Josefa Camejo International Airport;1;9186;75;VE;VE-I;Paraguaná;11.7807750701904;-70.151496887207
LFR;SVLF;La Fria Airport;2;6643;305;VE;VE-S;La Fria;8.23916721343994;-72.2710266113281
MRD;SVMD;Alberto Carnevalli Airport;1;5348;5007;VE;VE-L;Mérida;8.5820779800415;-71.1610412597656
PMV;SVMG;Del Caribe Santiago Mariño International Airport;2;10499;74;VE;VE-O;Isla Margarita;10.9126033782959;-63.9665985107422
MUN;SVMT;Maturín Airport;1;6890;224;VE;VE-N;Maturín;9.75452995300293;-63.1473999023438
CBS;SVON;Oro Negro Airport;1;6160;164;VE;VE-V;Cabimas;10.3306999206543;-71.3225021362305
PYH;SVPA;Cacique Aramare Airport;1;8272;245;VE;VE-Z;Puerto Ayacucho;5.61998987197876;-67.6061019897461
PBL;SVPC;General Bartolome Salom International Airport;1;6970;32;VE;VE-G;Puerto Cabello,;10.4805002212524;-68.072998046875
PZO;SVPR;General Manuel Carlos Piar International Airport;1;6726;472;VE;VE-F;Puerto Ordaz-Ciudad Guayana;8.28853034973145;-62.7603988647461
SVS;none;Stevens Village Airport;1;4000;329;US;US-AK;Stevens Village;66.0090026855;-149.095993042
SVZ;SVSA;Juan Vicente Gomez International Airport;1;6135;1312;VE;VE-S;San Antonio Del Tachira;7.84082984924316;-72.439697265625
STD;SVSO;Mayor Buenaventura Vivas International Airport;1;9990;1083;VE;VE-S;Santo Domingo;7.56538009643555;-72.0351028442383
SOM;SVST;San Tome Airport;2;6299;861;VE;VE-B;San Tome;8.94514656066895;-64.1510848999023
VLN;SVVA;Arturo Michelena International Airport;1;9842;1411;VE;VE-G;Valencia;10.1497325897217;-67.9283981323242
VIG;SVVG;Juan Pablo Pérez Alfonso Airport;1;10645;250;VE;VE-L;El Vigía;8.62413883209229;-71.6726684570312
VLV;SVVL;Dr. Antonio Nicolás Briceño Airport;1;6791;2060;VE;VE-T;Valera;9.34047794342041;-70.5840606689453
BAZ;SWBC;Barcelos Airport;1;3937;112;BR;BR-AM;Barcelos;-0.981292009353638;-62.9196014404297
AUX;SWGN;Araguaína Airport;1;5919;771;BR;BR-TO;Araguaína;-7.22786998748779;-48.2405014038086
JPR;SBJI;Ji-Paraná Airport;1;5905;594;BR;BR-RO;Ji-Paraná;-10.8708000183;-61.8465003967
CIZ;SWKO;Coari Airport;1;5249;131;BR;BR-AM;Coari;-4.13405990600586;-63.1325988769531
RVD;SWLC;General Leite de Castro Airport;1;4921;2464;BR;BR-GO;Rio Verde;-17.8347225189209;-50.956111907959
PIN;SWPI;Parintins Airport;1;5906;87;BR;BR-AM;Parintins;-2.67301988601685;-56.7771987915039
ROO;SWRD;Rondonópolis Airport;1;6070;1467;BR;BR-MT;Rondonópolis;-16.5860004425049;-54.7248001098633
OPS;SWSI;Presidente João Batista Figueiredo Airport;1;5348;1227;BR;BR-MT;Sinop;-11.8850002288818;-55.586109161377
SXP;none;Sheldon Point Airport;1;3015;12;US;US-AK;Sheldon Point;62.5205993652344;-164.848007202148
OGL;SYGO;Ogle Airport;1;4000;10;GY;GY-DE;Ogle;6.80628013611;-58.1058998108
TCT;PPCT;Takotna Airport;1;3300;423;US;US-AK;Takotna;62.9926986694;-156.067993164
SFG;TFFG;L'Espérance Airport;1;3937;7;MF;MF-U-A;Grand Case;18.0998992919922;-63.0471992492676
SLU;TLPC;George F. L. Charles Airport;1;5735;22;LC;LC-02;Castries;14.0202;-60.992901
TLT;none;Tuluksak Airport;1;3300;30;US;US-AK;Tuluksak;61.0968017578;-160.968994141
EUX;TNCE;F. D. Roosevelt Airport;1;4265;129;BQ;BQ-U-A;Sint Eustatius;17.4965000152588;-62.9794006347656
SAB;TNCS;Juancho E. Yrausquin Airport;1;1300;60;BQ;BQ-U-A;Saba;17.6450004577637;-63.2200012207031
BGG;LTCU;Bingöl Çeltiksuyu Airport;1;7546;3474;TR;TR-12;Bingöl;38.8592605591;40.5959625244
IGD;LTCT;Iğdır Airport;1;9843;3101;TR;TR-76;Iğdır;39.9766273499;43.8766479492
SVD;TVSV;E. T. Joshua Airport;1;4595;66;VC;VC-04;Kingstown;13.1443004608154;-61.2108993530273
KOV;UACK;Kokshetau Airport;1;8325;900;KZ;KZ-AKM;Kokshetau;53.3291015625;69.594596862793
PPK;UACP;Petropavlosk South Airport;1;8190;453;KZ;KZ-SEV;Petropavlosk;54.7747001647949;69.1838989257812
DMB;UADD;Taraz Airport;1;9514;2184;KZ;KZ-ZHA;Taraz;42.8535995483398;71.303596496582
OSS;UCFO;Osh Airport;1;9232;2927;KG;KG-O;Osh;40.6090011597;72.793296814
CIT;UAII;Shymkent Airport;1;9186;1385;KZ;KZ-YUZ;Shymkent;42.364200592041;69.4788970947266
JNZ;ZYJZ;Jinzhou Airport;1;8202;1;CN;CN-21;Jinzhou;41.1013984680176;121.061996459961
KGF;UAKK;Sary-Arka Airport;1;10831;1765;KZ;KZ-KAR;Karaganda;49.6707992553711;73.3343963623047
KZO;UAOO;Kzyl-Orda Southwest Airport;1;8858;433;KZ;KZ-KZY;Kzyl-Orda;44.706901550293;65.5924987792969
URA;UARR;Uralsk Airport;1;7874;125;KZ;KZ-ZAP;Uralsk;51.1507987976074;51.543098449707
UKK;UASK;Ust-Kamennogorsk Airport;2;8234;939;KZ;KZ-VOS;Ust Kamenogorsk;50.0365982055664;82.4942016601562
PWQ;UASP;Pavlodar Airport;1;8202;410;KZ;KZ-PAV;Pavlodar;52.1949996948242;77.0738983154297
SCO;UATE;Aktau Airport;2;9630;73;KZ;KZ-MAN;Aktau;43.8600997924805;51.0919990539551
AKX;UATT;Aktobe Airport;1;10160;738;KZ;KZ-AKT;Aktyuinsk;50.2458000183105;57.2066993713379
KSN;UAUU;Kostanay West Airport;1;8150;595;KZ;KZ-KUS;Kostanay;53.206901550293;63.5503005981445
KVD;UBBG;Ganja Airport;1;8217;1083;AZ;AZ-GA;Ganja;40.7377014160156;46.3176002502441
LLK;UBBL;Lankaran International Airport;1;5172;30;AZ;AZ-LA;Lankaran;38.7463989258;48.8180007935
NAJ;UBBN;Nakhchivan Airport;2;10826;2863;AZ;AZ-NX;Nakhchivan;39.1888008117676;45.4584007263184
GBB;UBBQ;Gabala International Airport;1;11811;935;AZ;AZ-QAB;Gabala;40.8266666667;47.7125
LWN;UDSG;Gyumri Shirak Airport;1;10564;5000;AM;AM-SH;Gyumri;40.7504005432;43.8592987061
ULK;UERL;Lensk Airport;2;6562;801;RU;RU-SA;Lensk;60.7206001282;114.825996399
PYJ;UERP;Polyarny Airport;1;10170;1660;RU;RU-SA;Yakutia;66.4003982544;112.029998779
MJZ;UERR;Mirny Airport;1;9187;1156;RU;RU-SA;Mirny;62.5346984863281;114.039001464844
CKH;UESO;Chokurdakh Airport;1;6562;151;RU;RU-SA;Chokurdah;70.6231002807617;147.901992797852
CYX;UESS;Cherskiy Airport;1;5479;20;RU;RU-SA;Cherskiy;68.7406005859375;161.337997436523
IKS;UEST;Tiksi Airport;1;9845;26;RU;RU-SA;Tiksi;71.6977005004883;128.90299987793
KUT;UGKO;Kopitnari Airport;1;8202;223;GE;GE-IM;Kutaisi;42.176700592;42.4826011658
BUS;UGSB;Batumi International Airport;1;7325;105;GE;GE-AJ;Batumi;41.6102981567;41.5997009277
BQS;UHBB;Ignatyevo Airport;1;9256;638;RU;RU-AMU;Blagoveschensk;50.4253997802734;127.412002563477
DYR;UHMA;Ugolny Airport;1;11483;194;RU;RU-CHU;Anadyr;64.7349014282227;177.740997314453
GDX;UHMM;Sokol Airport;1;11326;574;RU;RU-MAG;Magadan;59.9109992980957;150.720001220703
PWE;UHMP;Pevek Airport;1;8202;11;RU;RU-CHU;Pevek;69.7833023071289;170.59700012207
PKC;UHPP;Yelizovo Airport;3;11155;131;RU;RU-KAM;Petropavlovsk-Kamchatsky;53.1679000854492;158.453994750977
BVV;UHSB;Burevestnik Airport;1;7808;79;RU;RU-SAK;Burevestnik/Iturup Island;44.9199981689;147.621994019
OHH;UHSH;Okha Airport;1;4265;115;RU;RU-SAK;Okha;53.5200004578;142.88999939
EKS;UHSK;Shakhtyorsk Airport;1;6601;50;RU;RU-SAK;Shakhtersk;49.1902999878;142.082992554
DEE;UHSM;Mendeleyevo Airport;1;6955;584;RU;RU-SAK;Kunashir Island;43.9584007263;145.682998657
HTA;UIAA;Chita-Kadala Airport;2;9430;2272;RU;RU-CHI;Chita;52.0262985229492;113.305999755859
BTK;UIBB;Bratsk Airport;1;10368;1610;RU;RU-IRK;Bratsk;56.3706016540527;101.697998046875
ODO;UIKB;Bodaybo Airport;1;7530;919;RU;RU-IRK;Bodaybo;57.8661003113;114.242996216
KCK;UIKK;Kirensk Airport;1;5118;840;RU;RU-IRK;Kirensk;57.773;108.064
UKX;UITT;Ust-Kut Airport;1;6562;2188;RU;RU-IRK;Ust-Kut;56.8567008972168;105.730003356934
OZH;UKDE;Zaporizhzhia International Airport;1;8210;373;UA;UA-23;Zaporizhia;47.867000579834;35.3157005310059
UKS;UKFB;Belbek Airport;1;9865;344;UA;UA-43;Sevastopol;44.688999176;33.5709991455
SIP;UKFF;Simferopol International Airport;2;12142;639;UA;UA-43;Simferopol;45.0522003173828;33.9751014709473
IFO;UKLI;Ivano-Frankivsk International Airport;1;8226;919;UA;UA-26;Ivano-Frankivsk;48.8842010498047;24.6861000061035
UDJ;UKLU;Uzhhorod International Airport;1;6686;383;UA;UA-21;Uzhhorod;48.6343002319336;22.2633991241455
VIN;UKWW;Vinnytsia/Gavyryshivka Airport;1;8202;961;UA;UA-05;Vinnitsa;49.242531;28.613778
ARH;ULAA;Talagi Airport;1;8202;62;RU;RU-ARK;Archangelsk;64.6003036499023;40.7167015075684
ULH;OEAO;Majeed Bin Abdulaziz Airport;1;10007;2050;SA;SA-03;Al Ula;26.48;38.1288888889
KVK;ULMK;Kirovsk-Apatity Airport;1;8189;515;RU;RU-MUR;Apatity;67.4633026123047;33.5882987976074
MMK;ULMM;Murmansk Airport;1;8202;266;RU;RU-MUR;Murmansk;68.7817001342773;32.7508010864258
PES;ULPB;Petrozavodsk Airport;1;8202;151;RU;RU-KR;Petrozavodsk;61.8852005004883;34.1547012329102
KGD;UMKK;Khrabrovo Airport;1;8202;42;RU;RU-KGD;Kaliningrad;54.8899993896484;20.5925998687744
ABA;UNAA;Abakan Airport;3;10663;831;RU;RU-KK;Abakan;53.7400016784668;91.3850021362305
BAX;UNBB;Barnaul Airport;1;9350;837;RU;RU-ALT;Barnaul;53.3638000488281;83.5384979248047
RGK;UNBG;Gorno-Altaysk Airport;1;1640;965;RU;RU-AL;Gorno-Altaysk;51.9667015076;85.8332977295
KEJ;UNEE;Kemerovo Airport;2;10499;863;RU;RU-KEM;Kemerovo;55.2700996398926;86.1072006225586
KYZ;UNKY;Kyzyl Airport;1;8858;2123;RU;RU-TY;Kyzyl;51.6693992614746;94.4005966186523
OMS;UNOO;Omsk Central Airport;3;9435;311;RU;RU-OMS;Omsk;54.9669990539551;73.3105010986328
TOF;UNTT;Bogashevo Airport;1;8202;597;RU;RU-TOM;Tomsk;56.380298614502;85.2082977294922
NOZ;UNWW;Spichenkovo Airport;1;8789;1024;RU;RU-KEM;Novokuznetsk;53.8114013671875;86.877197265625
IAA;UOII;Igarka Airport;1;8245;82;RU;RU-KYA;Igarka;67.4372024536133;86.6219024658203
NSK;UOOO;Norilsk-Alykel Airport;1;11290;574;RU;RU-KYA;Norilsk;69.3110961914062;87.3321990966797
THX;UOTT;Turukhansk Airport;1;5906;128;RU;RU-KYA;Turukhansk;65.797203064;87.9353027344
